id,questionnaire_id,question_number,text,category,sub_section,dimension,options,created_at,template,status,internal_title,subtitle,media_url,media_type,template_settings,validation,tags,display_order,source_type,updated_at
675,questionnaire_2_1,3,我能用语言准确描述自己的感受。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163046,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
676,questionnaire_2_1,4,当别人问我‘你怎么了’时，我能清楚表达自己的情绪。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163046,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
677,questionnaire_2_1,5,当我紧张时，我能察觉到身体的变化（如心跳加快、出汗）。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163047,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
678,questionnaire_2_1,6,我能通过身体反应判断自己是否在生气或焦虑。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163047,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
679,questionnaire_2_1,7,我会思考自己为什么会有某种情绪。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163047,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
680,questionnaire_2_1,8,当我情绪低落时，我能找出导致这种情绪的原因。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163047,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
681,questionnaire_2_1,9,我能通过别人表情或语气判断他们的情绪。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163048,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
682,questionnaire_2_1,10,当朋友心情不好时，我能理解他们可能的感受。,,,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.163048,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
683,questionnaire_2_2,1,当我情绪波动时，内在会立刻提醒我要理性、冷静或压住情绪。,Managers (管理者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171945,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
684,questionnaire_2_2,2,我常通过自我要求或自我批评来推动自己表现得更好。,Managers (管理者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171947,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
685,questionnaire_2_2,3,我不太允许自己在他人面前显得脆弱或失控。,Managers (管理者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171947,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
686,questionnaire_2_2,4,我倾向于提前规划、担心最坏情况，以避免出错。,Managers (管理者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171948,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
687,questionnaire_2_2,5,如果我放松警惕，内心会担心事情会“失控”。,Managers (管理者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171948,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
688,questionnaire_2_2,6,当情绪难受时，我会本能地用刷手机、吃东西、工作、娱乐等方式来逃离感受。,Firefighters (消防员),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171948,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
689,questionnaire_2_2,7,我有时会突然做出冲动行为，只为让不舒服的感觉快点消失。,Firefighters (消防员),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171948,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
690,questionnaire_2_2,8,我会避免去想或谈论某些情绪或经历。,Firefighters (消防员),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171949,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
691,questionnaire_2_2,9,情绪一旦太强烈，我会感觉自己“关掉了感受”。,Firefighters (消防员),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171949,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
692,questionnaire_2_2,10,之后回看这些行为，我能感觉到它们像是在“救急”。,Firefighters (消防员),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171949,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
693,questionnaire_2_2,11,在某些情境下，我会突然感到委屈、羞愧、害怕或被抛下。,Exiles (流亡者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171949,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
694,questionnaire_2_2,12,我内心有一些情绪，感觉长期没有被真正理解或安抚。,Exiles (流亡者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.17195,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
695,questionnaire_2_2,13,当我被忽视、否定或冲突时，反应会异常强烈。,Exiles (流亡者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.17195,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
696,questionnaire_2_2,14,我隐约觉得内在有一部分自己仍停留在过去的痛苦经验中。,Exiles (流亡者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.17195,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
697,questionnaire_2_2,15,当这些感受浮现时，我会想把它们压回去。,Exiles (流亡者),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.17195,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
698,questionnaire_2_2,16,即使在情绪起伏中，我仍能觉察到情绪，而不完全被它们淹没。,Self Energy (自性),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171951,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
699,questionnaire_2_2,17,我能以理解和温柔的态度看待自己内在的不同部分。,Self Energy (自性),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171951,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
700,questionnaire_2_2,18,面对内在冲突时，我能保持一定的空间与耐心。,Self Energy (自性),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171951,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
701,questionnaire_2_2,19,当我安静下来，会感到内在有一种稳定、清楚的存在感。,Self Energy (自性),2.2.1,,"[{""value"": 1, ""label"": ""\u975e\u5e38\u4e0d\u7b26\u5408"", ""score"": 1}, {""value"": 2, ""label"": ""\u4e0d\u592a\u7b26\u5408"", ""score"": 2}, {""value"": 3, ""label"": ""\u4e00\u822c"", ""score"": 3}, {""value"": 4, ""label"": ""\u6bd4\u8f83\u7b26\u5408"", ""score"": 4}, {""value"": 5, ""label"": ""\u975e\u5e38\u7b26\u5408"", ""score"": 5}]",2026-01-21 12:29:59.171951,,published,,,,,,,,0,legacy,2026-02-11 19:26:06.389184
